OrderID,CustomerID,RestaurantID,OrderDate,TotalAmount
O1999,C942,R242,2025-03-23,350
O3278,C611,R135,2025-03-23,1050
O3331,C1012,R119,2025-03-23,450
O4329,C1185,R145,2025-03-23,180
O1177,C1459,R208,2025-03-24,420
O1778,C1634,R145,2025-03-24,230
O1802,C1235,R193,2025-03-24,650
O2318,C447,R128,2025-03-24,840
O2643,C292,R182,2025-03-24,140
O2726,C845,R129,2025-03-24,1160
O2994,C820,R220,2025-03-24,700
O3833,C223,R201,2025-03-24,220
O3892,C712,R139,2025-03-24,580
O3997,C709,R147,2025-03-24,580
O596,C245,R191,2025-03-25,330
O2180,C1070,R209,2025-03-25,520
O2208,C1103,R159,2025-03-25,410
O2515,C1595,R191,2025-03-25,890
O2608,C823,R226,2025-03-25,620
O3378,C799,R119,2025-03-25,530
O3571,C1139,R174,2025-03-25,860
O4118,C1007,R104,2025-03-25,400
O4175,C1224,R102,2025-03-25,620
O4196,C1523,R209,2025-03-25,1120
O1084,C416,R225,2025-03-26,1600
O1110,C868,R209,2025-03-26,550
O1162,C832,R126,2025-03-26,940
O1619,C1692,R134,2025-03-26,890
O1870,C853,R197,2025-03-26,350
O2493,C819,R131,2025-03-26,1410
O2846,C538,R241,2025-03-26,360
O3056,C402,R132,2025-03-26,910
O3853,C1335,R137,2025-03-26,520
O3918,C837,R138,2025-03-26,240
O439,C1581,R187,2025-03-27,1230
O803,C1257,R233,2025-03-27,680
O967,C1179,R113,2025-03-27,660
O989,C1411,R191,2025-03-27,940
O1199,C420,R150,2025-03-27,460
O1464,C870,R161,2025-03-27,90
O1482,C1130,R156,2025-03-27,90
O1866,C1546,R149,2025-03-27,260
O1982,C596,R207,2025-03-27,760
O1986,C1239,R191,2025-03-27,440
O1994,C333,R182,2025-03-27,1060
O2118,C527,R239,2025-03-27,560
O2639,C389,R145,2025-03-27,250
O2723,C1659,R140,2025-03-27,1090
O3088,C705,R151,2025-03-27,590
O3748,C719,R137,2025-03-27,520
O3814,C1538,R238,2025-03-27,1700
O484,C1212,R246,2025-03-28,1270
O723,C595,R113,2025-03-28,530
O823,C1178,R147,2025-03-28,540
O926,C203,R127,2025-03-28,370
O1064,C914,R200,2025-03-28,490
O1116,C922,R119,2025-03-28,320
O1664,C696,R233,2025-03-28,760
O1927,C795,R225,2025-03-28,1160
O2074,C224,R102,2025-03-28,270
O3044,C1680,R218,2025-03-28,160
O4266,C1391,R180,2025-03-28,790
O443,C1133,R219,2025-03-29,600
O930,C205,R116,2025-03-29,370
O1613,C755,R156,2025-03-29,820
O1663,C1433,R219,2025-03-29,690
O1915,C252,R198,2025-03-29,640
O2257,C1103,R158,2025-03-29,1250
O2282,C307,R162,2025-03-29,1090
O2330,C703,R157,2025-03-29,300
O2778,C1438,R203,2025-03-29,780
O2814,C1420,R243,2025-03-29,920
O2896,C492,R112,2025-03-29,970
O3089,C1111,R146,2025-03-29,330
O3215,C1101,R133,2025-03-29,900
O3245,C1669,R229,2025-03-29,140
O3529,C1381,R132,2025-03-29,250
O812,C1220,R243,2025-03-30,570
O918,C1648,R133,2025-03-30,970
O1507,C1106,R130,2025-03-30,1800
O1511,C1440,R191,2025-03-30,450
O1578,C1110,R210,2025-03-30,880
O1776,C354,R149,2025-03-30,520
O2220,C1624,R221,2025-03-30,590
O2557,C639,R139,2025-03-30,660
O642,C1456,R124,2025-03-31,590
O1193,C566,R124,2025-03-31,1060
O1584,C775,R163,2025-03-31,600
O3189,C498,R208,2025-03-31,190
O3477,C671,R211,2025-03-31,500
O467,C1695,R222,2025-04-01,540
O544,C1670,R127,2025-04-01,240
O3408,C244,R184,2025-04-01,1430
O3415,C941,R121,2025-04-01,380
O3990,C896,R211,2025-04-01,500
O438,C882,R152,2025-04-02,1010
O815,C1316,R232,2025-04-02,460
O871,C586,R249,2025-04-02,490
O2000,C984,R128,2025-04-02,1120
O2029,C838,R220,2025-04-02,570
O2342,C1648,R190,2025-04-02,1460
O2862,C1682,R187,2025-04-02,1510
O492,C1401,R249,2025-04-03,240
O654,C1191,R129,2025-04-03,100
O719,C271,R200,2025-04-03,560
O1473,C806,R163,2025-04-03,500
O1475,C359,R231,2025-04-03,180
O1796,C1053,R132,2025-04-03,250
O1817,C982,R229,2025-04-03,920
O2100,C1243,R177,2025-04-03,1890
O2302,C550,R110,2025-04-03,210
O3930,C1364,R209,2025-04-03,1130
O4342,C734,R170,2025-04-03,1240
O522,C318,R207,2025-04-04,410
O1359,C1203,R106,2025-04-04,530
O1763,C1138,R145,2025-04-04,540
O1810,C556,R158,2025-04-04,240
O1871,C1604,R236,2025-04-04,1360
O1985,C447,R127,2025-04-04,610
O2818,C1532,R211,2025-04-04,440
O3110,C1386,R207,2025-04-04,790
O3152,C1602,R171,2025-04-04,850
O3939,C331,R197,2025-04-04,320
O4051,C1214,R235,2025-04-04,530
O4207,C987,R123,2025-04-04,640
O4394,C799,R103,2025-04-04,740
O574,C1028,R104,2025-04-05,770
O916,C1547,R168,2025-04-05,1670
O1207,C1117,R111,2025-04-05,890
O1811,C802,R145,2025-04-05,1220
O2189,C357,R199,2025-04-05,870
O2291,C564,R217,2025-04-05,390
O2307,C1666,R200,2025-04-05,200
O2382,C1129,R115,2025-04-05,1080
O2414,C953,R101,2025-04-05,600
O2745,C1099,R227,2025-04-05,210
O2786,C337,R140,2025-04-05,560
O2857,C1403,R175,2025-04-05,870
O3041,C644,R174,2025-04-05,700
O3176,C737,R138,2025-04-05,1050
O3725,C721,R141,2025-04-05,650
O4237,C368,R230,2025-04-05,410
O1096,C685,R102,2025-04-06,180
O1683,C1403,R118,2025-04-06,320
O2059,C1361,R130,2025-04-06,1150
O2070,C1078,R169,2025-04-06,750
O2413,C1199,R149,2025-04-06,720
O2518,C719,R116,2025-04-06,650
O2719,C1024,R182,2025-04-06,840
O3111,C825,R170,2025-04-06,1340
O3869,C714,R157,2025-04-06,300
O658,C1003,R213,2025-04-07,350
O668,C1499,R118,2025-04-07,1820
O1033,C990,R165,2025-04-07,280
O1109,C387,R222,2025-04-07,180
O1171,C202,R190,2025-04-07,970
O1180,C698,R155,2025-04-07,510
O1385,C1359,R214,2025-04-07,1450
O2475,C1310,R239,2025-04-07,380
O2598,C515,R235,2025-04-07,830
O2829,C1180,R223,2025-04-07,510
O3151,C557,R215,2025-04-07,470
O3612,C779,R147,2025-04-07,330
O3825,C717,R122,2025-04-07,100
O3858,C387,R142,2025-04-07,320
O3884,C1611,R164,2025-04-07,360
O3993,C1236,R208,2025-04-07,660
O4252,C381,R248,2025-04-07,930
O1168,C1531,R162,2025-04-08,420
O1205,C1519,R187,2025-04-08,930
O1250,C1294,R237,2025-04-08,160
O3104,C917,R162,2025-04-08,1240
O3489,C631,R246,2025-04-08,460
O3736,C927,R212,2025-04-08,360
O4205,C712,R196,2025-04-08,630
O513,C1624,R240,2025-04-09,1280
O631,C577,R123,2025-04-09,670
O1258,C704,R112,2025-04-09,1210
O1714,C1013,R151,2025-04-09,160
O2109,C1571,R198,2025-04-09,480
O2262,C1006,R146,2025-04-09,300
O2277,C1593,R201,2025-04-09,620
O2631,C667,R243,2025-04-09,920
O2690,C1362,R153,2025-04-09,590
O2962,C351,R227,2025-04-09,820
O3628,C386,R123,2025-04-09,480
O3811,C498,R217,2025-04-09,420
O4236,C248,R106,2025-04-09,290
O4255,C488,R211,2025-04-09,500
O4279,C302,R156,2025-04-09,710
O4283,C1083,R217,2025-04-09,240
O4386,C1288,R103,2025-04-09,180
O488,C1514,R246,2025-04-10,180
O1071,C1426,R181,2025-04-10,510
O1750,C1596,R105,2025-04-10,410
O2196,C709,R186,2025-04-10,650
O2810,C1073,R132,2025-04-10,1520
O3921,C584,R177,2025-04-10,680
O4355,C836,R168,2025-04-10,840
O1251,C733,R148,2025-04-11,330
O1320,C1283,R223,2025-04-11,740
O1636,C416,R105,2025-04-11,100
O1690,C1554,R104,2025-04-11,370
O1983,C498,R249,2025-04-11,1330
O2984,C1253,R183,2025-04-11,820
O3022,C1659,R107,2025-04-11,1790
O3092,C1034,R132,2025-04-11,920
O3339,C1537,R249,2025-04-11,520
O3775,C514,R128,2025-04-11,250
O4027,C465,R221,2025-04-11,1020
O854,C1416,R202,2025-04-12,1500
O1442,C1176,R188,2025-04-12,580
O1704,C813,R102,2025-04-12,180
O2252,C1525,R233,2025-04-12,900
O2258,C858,R183,2025-04-12,690
O2641,C1592,R133,2025-04-12,230
O2794,C221,R177,2025-04-12,1200
O3015,C937,R110,2025-04-12,740
O3371,C1663,R124,2025-04-12,1430
O3535,C1462,R234,2025-04-12,740
O3961,C1688,R138,2025-04-12,490
O4378,C1450,R103,2025-04-12,690
O605,C402,R200,2025-04-13,130
O691,C828,R248,2025-04-13,910
O716,C980,R206,2025-04-13,230
O1091,C312,R210,2025-04-13,1310
O2274,C1081,R132,2025-04-13,180
O2875,C1608,R192,2025-04-13,420
O2922,C1372,R205,2025-04-13,120
O3456,C816,R209,2025-04-13,680
O3523,C1629,R180,2025-04-13,790
O3789,C803,R168,2025-04-13,530
O3877,C1188,R236,2025-04-13,590
O4089,C683,R221,2025-04-13,520
O4211,C911,R115,2025-04-13,340
O512,C858,R179,2025-04-14,430
O1292,C724,R223,2025-04-14,690
O1407,C754,R115,2025-04-14,520
O1431,C338,R218,2025-04-14,880
O1733,C989,R195,2025-04-14,400
O2503,C997,R246,2025-04-14,180
O2861,C1606,R208,2025-04-14,190
O3086,C478,R138,2025-04-14,440
O3333,C1208,R168,2025-04-14,720
O3398,C893,R133,2025-04-14,420
O3696,C1439,R138,2025-04-14,460
O3783,C300,R116,2025-04-14,280
O4235,C1277,R118,2025-04-14,1040
O907,C886,R152,2025-04-15,810
O1508,C1154,R178,2025-04-15,370
O2002,C741,R186,2025-04-15,520
O2240,C1193,R240,2025-04-15,390
O2465,C1622,R192,2025-04-15,810
O2494,C232,R240,2025-04-15,960
O3374,C1097,R226,2025-04-15,660
O4223,C713,R154,2025-04-15,270
O404,C1498,R221,2025-04-16,420
O480,C741,R126,2025-04-16,340
O1142,C1381,R202,2025-04-16,180
O1346,C1612,R199,2025-04-16,1020
O2254,C1404,R195,2025-04-16,930
O2949,C545,R137,2025-04-16,510
O3337,C497,R145,2025-04-16,250
O3553,C1609,R151,2025-04-16,900
O4009,C1111,R166,2025-04-16,440
O1766,C958,R161,2025-04-17,500
O445,C1247,R145,2025-04-18,470
O1073,C1224,R183,2025-04-18,220
O1669,C496,R116,2025-04-18,1300
O2183,C1283,R162,2025-04-18,360
O2606,C477,R170,2025-04-18,1040
O3547,C1546,R116,2025-04-18,510
O528,C218,R237,2025-04-19,410
O859,C737,R212,2025-04-19,760
O980,C732,R246,2025-04-19,520
O2115,C1117,R137,2025-04-19,710
O2622,C245,R106,2025-04-19,220
O3049,C254,R125,2025-04-19,480
O3115,C747,R188,2025-04-19,1000
O3548,C1033,R227,2025-04-19,290
O4325,C503,R230,2025-04-19,250
O4367,C392,R185,2025-04-19,350
O591,C569,R247,2025-04-20,180
O621,C1101,R218,2025-04-20,570
O627,C1381,R221,2025-04-20,440
O1173,C838,R249,2025-04-20,1050
O2366,C212,R107,2025-04-20,970
O2613,C1011,R201,2025-04-20,930
O2913,C1027,R175,2025-04-20,720
O3368,C1615,R106,2025-04-20,1470
O3503,C1573,R160,2025-04-20,1400
O3678,C1431,R226,2025-04-20,620
O3739,C479,R150,2025-04-20,1020
O3868,C445,R133,2025-04-20,420
O473,C952,R228,2025-04-21,280
O624,C1530,R212,2025-04-21,440
O947,C732,R120,2025-04-21,610
O949,C592,R121,2025-04-21,220
O1253,C1277,R224,2025-04-21,140
O2538,C331,R125,2025-04-21,870
O2655,C1591,R120,2025-04-21,1070
O2667,C729,R124,2025-04-21,1380
O2903,C1225,R113,2025-04-21,340
O3635,C917,R107,2025-04-21,580
O4380,C692,R131,2025-04-21,820
O842,C1329,R234,2025-04-22,930
O1188,C282,R180,2025-04-22,950
O1494,C1325,R114,2025-04-22,1110
O1642,C362,R183,2025-04-22,100
O1869,C994,R200,2025-04-22,560
O2483,C642,R119,2025-04-22,770
O3030,C1434,R190,2025-04-22,240
O3412,C1007,R249,2025-04-22,210
O3490,C1356,R102,2025-04-22,650
O3812,C975,R147,2025-04-22,180
O894,C1000,R232,2025-04-23,400
O1098,C1652,R103,2025-04-23,760
O1990,C1410,R172,2025-04-23,400
O2393,C215,R137,2025-04-23,150
O3023,C1424,R170,2025-04-23,220
O3259,C1700,R191,2025-04-23,230
O3743,C971,R176,2025-04-23,380
O477,C1307,R209,2025-04-24,600
O1104,C1219,R217,2025-04-24,210
O1749,C1095,R248,2025-04-24,780
O2488,C225,R232,2025-04-24,900
O2685,C437,R163,2025-04-24,600
O2761,C1183,R131,2025-04-24,590
O3403,C284,R222,2025-04-24,170
O3671,C405,R248,2025-04-24,1000
O3907,C1614,R215,2025-04-24,90
O4011,C871,R107,2025-04-24,1210
O4063,C702,R136,2025-04-24,850
O2094,C700,R145,2025-04-25,770
O2533,C1384,R195,2025-04-25,510
O2732,C1654,R120,2025-04-25,440
O3150,C1301,R125,2025-04-25,470
O3410,C609,R243,2025-04-25,1100
O3471,C1358,R113,2025-04-25,280
O3630,C1362,R218,2025-04-25,820
O466,C623,R172,2025-04-26,660
O697,C319,R102,2025-04-26,1170
O771,C974,R208,2025-04-26,710
O827,C499,R245,2025-04-26,680
O900,C1303,R220,2025-04-26,730
O1564,C335,R214,2025-04-26,620
O2269,C1265,R127,2025-04-26,310
O2374,C708,R121,2025-04-26,1120
O2635,C1373,R113,2025-04-26,260
O2859,C298,R155,2025-04-26,90
O2890,C323,R215,2025-04-26,450
O3285,C785,R112,2025-04-26,910
O3390,C644,R189,2025-04-26,740
O4171,C409,R172,2025-04-26,180
O1131,C1410,R130,2025-04-27,130
O2182,C1501,R201,2025-04-27,1130
O3109,C1303,R207,2025-04-27,580
O3130,C588,R108,2025-04-27,500
O3841,C703,R185,2025-04-27,690
O3987,C1425,R136,2025-04-27,190
O866,C1021,R178,2025-04-28,150
O2107,C687,R200,2025-04-28,430
O2227,C681,R107,2025-04-28,580
O2755,C530,R167,2025-04-28,930
O3583,C1365,R149,2025-04-28,780
O575,C366,R123,2025-04-29,640
O791,C1199,R228,2025-04-29,400
O850,C1409,R193,2025-04-29,1160
O974,C832,R152,2025-04-29,700
O1176,C639,R187,2025-04-29,1330
O1229,C1642,R193,2025-04-29,500
O1388,C1300,R110,2025-04-29,750
O1762,C437,R163,2025-04-29,300
O2260,C1337,R227,2025-04-29,800
O2435,C1073,R233,2025-04-29,430
O2521,C855,R169,2025-04-29,520
O2849,C330,R129,2025-04-29,920
O3517,C941,R160,2025-04-29,620
O4064,C928,R142,2025-04-29,470
O618,C221,R184,2025-04-30,580
O633,C1265,R245,2025-04-30,220
O1026,C504,R123,2025-04-30,910
O1269,C1232,R192,2025-04-30,560
O2129,C1698,R208,2025-04-30,940
O2447,C1139,R141,2025-04-30,240
O2887,C949,R125,2025-04-30,1040
O3646,C1492,R159,2025-04-30,1240
O3691,C831,R231,2025-04-30,300
O4334,C1026,R151,2025-04-30,1760
O1685,C336,R189,2025-05-01,310
O3082,C237,R166,2025-05-01,100
O3214,C1080,R204,2025-05-01,660
O3418,C1175,R123,2025-05-01,1740
O4071,C982,R153,2025-05-01,250
O676,C997,R166,2025-05-02,620
O2737,C1256,R225,2025-05-02,390
O3394,C1104,R184,2025-05-02,200
O3498,C652,R246,2025-05-02,550
O3960,C760,R128,2025-05-02,780
O4230,C1156,R160,2025-05-02,1070
O709,C1211,R181,2025-05-03,890
O922,C1334,R167,2025-05-03,850
O2218,C1433,R246,2025-05-03,440
O2961,C1345,R134,2025-05-03,560
O3360,C601,R150,2025-05-03,710
O4163,C1003,R108,2025-05-03,230
O1000,C801,R138,2025-05-04,850
O1455,C248,R163,2025-05-04,870
O1605,C1413,R105,2025-05-04,840
O1921,C1148,R108,2025-05-04,500
O1934,C1467,R146,2025-05-04,840
O3096,C232,R157,2025-05-04,950
O3977,C440,R201,2025-05-04,220
O556,C1024,R162,2025-05-05,390
O1541,C1383,R149,2025-05-05,240
O1838,C982,R225,2025-05-05,390
O2199,C1619,R231,2025-05-05,650
O3306,C1145,R232,2025-05-05,140
O3817,C604,R187,2025-05-05,580
O3924,C950,R155,2025-05-05,610
O4128,C1667,R136,2025-05-05,410
O4341,C1296,R185,2025-05-05,840
O743,C1222,R117,2025-05-06,1140
O1429,C1010,R174,2025-05-06,220
O1930,C701,R214,2025-05-06,1310
O3208,C485,R106,2025-05-06,270
O3312,C227,R193,2025-05-06,400
O3328,C710,R194,2025-05-06,650
O3770,C1313,R105,2025-05-06,900
O3952,C869,R199,2025-05-06,690
O3984,C1059,R108,2025-05-06,170
O4137,C1060,R222,2025-05-06,750
O415,C1691,R157,2025-05-07,830
O625,C642,R213,2025-05-07,330
O781,C266,R198,2025-05-07,930
O1222,C292,R124,2025-05-07,120
O1246,C277,R192,2025-05-07,480
O1542,C1658,R230,2025-05-07,90
O2436,C877,R206,2025-05-07,1030
O3597,C295,R147,2025-05-07,380
O3629,C1049,R147,2025-05-07,480
O4301,C1274,R124,2025-05-07,640
O1260,C825,R108,2025-05-08,890
O1481,C1357,R118,2025-05-08,620
O2103,C832,R177,2025-05-08,1610
O2265,C879,R117,2025-05-08,230
O2338,C1215,R201,2025-05-08,160
O3002,C1538,R169,2025-05-08,300
O3093,C589,R216,2025-05-08,310
O3690,C915,R122,2025-05-08,390
O3898,C1276,R119,2025-05-08,160
O4112,C262,R249,2025-05-08,290
O4169,C298,R210,2025-05-08,570
O1581,C719,R177,2025-05-09,1380
O2061,C538,R104,2025-05-09,600
O2368,C755,R140,2025-05-09,1000
O2378,C529,R176,2025-05-09,400
O3071,C1323,R180,2025-05-09,1790
O3793,C853,R126,2025-05-09,1000
O4249,C316,R141,2025-05-09,670
O1012,C266,R125,2025-05-10,320
O3658,C1286,R222,2025-05-10,770
O4248,C1379,R142,2025-05-10,640
O498,C1031,R105,2025-05-11,510
O754,C574,R111,2025-05-11,410
O940,C1602,R223,2025-05-11,480
O1313,C852,R243,2025-05-11,540
O1425,C1426,R120,2025-05-11,1100
O1900,C1066,R125,2025-05-11,480
O2980,C317,R117,2025-05-11,360
O4142,C1063,R203,2025-05-11,190
O1267,C228,R167,2025-05-12,120
O1353,C419,R232,2025-05-12,600
O1883,C1381,R221,2025-05-12,700
O2019,C751,R103,2025-05-12,720
O3090,C1690,R238,2025-05-12,440
O3235,C539,R116,2025-05-12,940
O4103,C566,R236,2025-05-12,890
O1102,C468,R115,2025-05-13,800
O1139,C765,R217,2025-05-13,100
O1687,C729,R237,2025-05-13,510
O2647,C1346,R101,2025-05-13,430
O2833,C261,R187,2025-05-13,360
O2978,C1073,R195,2025-05-13,1040
O4031,C1689,R122,2025-05-13,180
O4198,C1334,R164,2025-05-13,320
O981,C1167,R177,2025-05-14,1380
O1046,C495,R101,2025-05-14,940
O1570,C240,R242,2025-05-14,710
O1614,C1354,R191,2025-05-14,320
O2713,C1072,R178,2025-05-14,270
O3220,C355,R145,2025-05-14,190
O3886,C1346,R222,2025-05-14,350
O4055,C1099,R201,2025-05-14,850
O3561,C954,R209,2025-05-15,580
O4058,C1694,R175,2025-05-15,300
O4300,C535,R183,2025-05-15,1140
O4395,C1192,R250,2025-05-15,880
O1499,C565,R193,2025-05-16,330
O1647,C1475,R164,2025-05-16,1110
O2092,C855,R191,2025-05-16,880
O2688,C1466,R243,2025-05-16,460
O2879,C482,R202,2025-05-16,880
O3253,C955,R111,2025-05-16,600
O3596,C618,R213,2025-05-16,1170
O475,C1655,R224,2025-05-17,400
O792,C226,R203,2025-05-17,510
O798,C1294,R222,2025-05-17,690
O955,C1030,R185,2025-05-17,300
O1902,C1339,R211,2025-05-17,220
O1907,C719,R140,2025-05-17,680
O3025,C1699,R126,2025-05-17,1160
O3211,C904,R124,2025-05-17,900
O3254,C778,R224,2025-05-17,570
O3472,C565,R121,2025-05-17,530
O3845,C1183,R201,2025-05-17,160
O840,C866,R143,2025-05-18,710
O1280,C428,R169,2025-05-18,520
O1538,C1004,R216,2025-05-18,390
O2152,C228,R142,2025-05-18,440
O2299,C681,R132,2025-05-18,1370
O2391,C1292,R132,2025-05-18,760
O2587,C1040,R215,2025-05-18,730
O2876,C394,R235,2025-05-18,390
O673,C308,R104,2025-05-19,100
O910,C217,R209,2025-05-19,240
O1156,C1044,R131,2025-05-19,1370
O1211,C1256,R149,2025-05-19,620
O1427,C1528,R227,2025-05-19,720
O2167,C1151,R188,2025-05-19,540
O2235,C306,R207,2025-05-19,120
O2951,C758,R225,2025-05-19,980
O3009,C432,R210,2025-05-19,600
O3689,C1084,R162,2025-05-19,530
O4091,C1043,R167,2025-05-19,710
O4166,C1350,R122,2025-05-19,260
O4232,C257,R234,2025-05-19,500
O610,C757,R213,2025-05-20,940
O704,C432,R179,2025-05-20,570
O983,C491,R148,2025-05-20,1110
O1004,C942,R145,2025-05-20,120
O1386,C1031,R231,2025-05-20,350
O1445,C1124,R247,2025-05-20,700
O2687,C493,R249,2025-05-20,970
O2831,C1672,R235,2025-05-20,690
O3241,C790,R179,2025-05-20,140
O742,C1195,R180,2025-05-21,790
O1978,C1173,R155,2025-05-21,790
O2418,C1637,R150,2025-05-21,810
O2663,C1392,R158,2025-05-21,240
O3457,C559,R168,2025-05-21,240
O3599,C848,R228,2025-05-21,140
O3675,C318,R189,2025-05-21,920
O412,C1394,R135,2025-05-22,240
O1409,C1435,R224,2025-05-22,480
O1617,C1081,R214,2025-05-22,1100
O1812,C254,R219,2025-05-22,610
O1950,C876,R131,2025-05-22,1030
O2228,C1330,R144,2025-05-22,170
O3046,C1641,R117,2025-05-22,630
O3169,C1489,R130,2025-05-22,410
O3364,C1622,R117,2025-05-22,970
O3491,C886,R115,2025-05-22,310
O3726,C559,R104,2025-05-22,300
O4191,C1403,R135,2025-05-22,580
O4281,C1281,R136,2025-05-22,560
O667,C1555,R166,2025-05-23,780
O1039,C525,R187,2025-05-23,290
O2108,C1570,R218,2025-05-23,870
O2482,C323,R232,2025-05-23,820
O2731,C570,R149,2025-05-23,750
O2963,C444,R234,2025-05-23,700
O3050,C342,R168,2025-05-23,720
O3320,C387,R110,2025-05-23,350
O3644,C397,R184,2025-05-23,490
O3673,C1596,R113,2025-05-23,170
O542,C328,R227,2025-05-24,290
O1215,C210,R192,2025-05-24,1060
O1291,C348,R153,2025-05-24,340
O1503,C1192,R125,2025-05-24,490
O1941,C1469,R157,2025-05-24,650
O2513,C817,R194,2025-05-24,310
O2579,C352,R234,2025-05-24,640
O2819,C1180,R154,2025-05-24,1030
O3715,C897,R210,2025-05-24,1140
O4147,C705,R138,2025-05-24,390
O1675,C1032,R131,2025-05-25,950
O1879,C736,R124,2025-05-25,120
O2300,C1264,R224,2025-05-25,430
O2523,C778,R217,2025-05-25,990
O2625,C576,R223,2025-05-25,850
O2979,C301,R160,2025-05-25,730
O4034,C210,R126,2025-05-25,1270
O4313,C1385,R122,2025-05-25,570
O913,C1421,R137,2025-05-26,940
O3095,C1119,R179,2025-05-26,90
O3798,C1496,R217,2025-05-26,210
O4377,C738,R205,2025-05-26,1530
O738,C1176,R185,2025-05-27,1070
O1114,C1586,R125,2025-05-27,130
O1148,C555,R118,2025-05-27,460
O1150,C756,R101,2025-05-27,670
O1202,C380,R239,2025-05-27,1540
O3247,C249,R235,2025-05-27,510
O3273,C1215,R163,2025-05-27,1220
O3409,C825,R120,2025-05-27,250
O4388,C703,R154,2025-05-27,1390
O538,C552,R138,2025-05-28,330
O813,C871,R229,2025-05-28,620
O1824,C1410,R139,2025-05-28,590
O1989,C954,R210,2025-05-28,200
O2323,C1262,R198,2025-05-28,310
O3028,C311,R108,2025-05-28,1390
O4008,C555,R160,2025-05-28,610
O968,C309,R115,2025-05-29,1370
O1322,C1509,R145,2025-05-29,300
O2068,C316,R157,2025-05-29,620
O2289,C1684,R181,2025-05-29,1100
O2293,C268,R180,2025-05-29,720
O2868,C438,R250,2025-05-29,520
O3539,C1049,R128,2025-05-29,250
O4029,C347,R115,2025-05-29,910
O906,C1514,R198,2025-05-30,700
O1347,C1221,R229,2025-05-30,700
O1529,C1575,R244,2025-05-30,1630
O2619,C950,R167,2025-05-30,1030
O2842,C539,R126,2025-05-30,340
O2866,C718,R130,2025-05-30,740
O3758,C739,R186,2025-05-30,1810
O3786,C675,R167,2025-05-30,320
O3891,C514,R116,2025-05-30,570
O4130,C223,R161,2025-05-30,380
O411,C1500,R182,2025-05-31,380
O665,C295,R101,2025-05-31,230
O773,C1105,R233,2025-05-31,760
O951,C1650,R171,2025-05-31,390
O1169,C539,R185,2025-05-31,760
O1674,C474,R208,2025-05-31,310
O1820,C419,R203,2025-05-31,790
O1868,C1332,R238,2025-05-31,840
O2176,C203,R200,2025-05-31,260
O2305,C1323,R218,2025-05-31,160
O2600,C1497,R101,2025-05-31,1350
O2904,C711,R195,2025-05-31,760
O2938,C335,R170,2025-05-31,480
O3419,C277,R223,2025-05-31,420
O3865,C1175,R212,2025-05-31,360
O796,C1236,R198,2025-06-01,580
O839,C989,R229,2025-06-01,1070
O973,C1357,R153,2025-06-01,960
O1037,C700,R194,2025-06-01,750
O1307,C1187,R212,2025-06-01,1620
O1561,C1502,R166,2025-06-01,200
O1814,C607,R175,2025-06-01,480
O1831,C1329,R110,2025-06-01,180
O1874,C1101,R162,2025-06-01,1430
O1925,C1541,R239,2025-06-01,760
O2332,C1496,R238,2025-06-01,440
O2388,C1625,R203,2025-06-01,660
O2583,C1158,R149,2025-06-01,260
O3989,C1212,R185,2025-06-01,200
O4239,C1557,R210,2025-06-01,370
O510,C1435,R236,2025-06-02,710
O554,C742,R173,2025-06-02,200
O846,C1674,R215,2025-06-02,790
O1178,C1669,R242,2025-06-02,130
O1252,C573,R178,2025-06-02,730
O1363,C822,R149,2025-06-02,760
O1957,C1326,R206,2025-06-02,1030
O2141,C681,R113,2025-06-02,380
O2546,C1443,R219,2025-06-02,830
O2762,C695,R222,2025-06-02,180
O3428,C775,R183,2025-06-02,240
O3552,C593,R235,2025-06-02,480
O3749,C268,R194,2025-06-02,540
O3957,C839,R231,2025-06-02,90
O4048,C1199,R153,2025-06-02,930
O4121,C402,R189,2025-06-02,330
O4250,C1049,R132,2025-06-02,460
O569,C954,R112,2025-06-03,730
O2340,C977,R230,2025-06-03,740
O2461,C765,R226,2025-06-03,260
O3140,C1557,R138,2025-06-03,750
O3669,C1641,R114,2025-06-03,220
O3822,C671,R112,2025-06-03,300
O4038,C1587,R141,2025-06-03,980
O4094,C1508,R176,2025-06-03,360
O4097,C1116,R139,2025-06-03,110
O582,C1182,R139,2025-06-04,1540
O1449,C1494,R170,2025-06-04,120
O1842,C1343,R165,2025-06-04,1170
O2206,C375,R218,2025-06-04,570
O3234,C836,R170,2025-06-04,220
O3319,C798,R119,2025-06-04,790
O3439,C1539,R244,2025-06-04,1040
O3452,C1052,R174,2025-06-04,400
O3605,C1218,R147,2025-06-04,280
O3631,C571,R136,2025-06-04,1250
O3744,C874,R131,2025-06-04,2190
O4075,C1475,R141,2025-06-04,430
O537,C1603,R198,2025-06-05,1070
O931,C1250,R122,2025-06-05,620
O1040,C659,R176,2025-06-05,760
O1063,C1058,R192,2025-06-05,210
O1847,C1498,R158,2025-06-05,570
O1908,C931,R218,2025-06-05,460
O2957,C1027,R240,2025-06-05,470
O3226,C212,R110,2025-06-05,500
O3279,C1608,R210,2025-06-05,1680
O3526,C632,R228,2025-06-05,580
O3946,C1271,R211,2025-06-05,720
O1284,C291,R128,2025-06-06,890
O1524,C521,R168,2025-06-06,90
O1880,C227,R150,2025-06-06,540
O3290,C1307,R127,2025-06-06,630
O3528,C1113,R243,2025-06-06,1200
